Date,Roll_1Y,Roll_3Y,Roll_5Y
2013-10-10,0.16232659808507188,0.302851505894116,
2013-10-11,0.14887239592400148,0.29830436070697264,
2013-10-14,0.14552369360840944,0.30406239372915256,
2013-10-15,0.142516258252412,0.3044068387266282,
2013-10-17,0.13949308988540943,0.2950756422876062,
2013-10-18,0.11814344985006686,0.2884155376306128,
2013-10-21,0.11090607320871992,0.2872413615268695,
2013-10-22,0.11261066808625708,0.29086182044061815,
2013-10-23,0.10960199056557807,0.2844351243986555,
2013-10-24,0.10650831947192319,0.2806040799755106,
2013-10-25,0.1060419133292505,0.2838993064425549,
2013-10-28,0.09910399500230893,0.2750573600452798,
2013-10-29,0.09352902027090737,0.27858122882514547,
2013-10-30,0.09481781140383205,0.27911274762043203,
2013-10-31,0.0925262312337567,0.2701339454749445,
2013-11-01,0.09278575595828142,0.26618904575235436,
2013-11-03,0.08850021610381309,0.27051735748671446,
2013-11-05,0.0711089126654132,0.26226064353893286,
2013-11-06,0.08244876337634288,0.27686762019950006,
2013-11-07,0.08873096418050919,0.2762553028790773,
2013-11-08,0.09936270252197899,0.28813085552473316,
2013-11-11,0.09446846595271663,0.2928014675888606,
2013-11-12,0.09456182759803666,0.2957160018795376,
2013-11-13,0.09569940188838455,0.29691493085231824,
2013-11-14,0.08691959668639426,0.29097195038306156,
2013-11-18,0.05744713461575235,0.28542977507015166,
2013-11-19,0.052668561423818705,0.2877295114849914,
2013-11-20,0.04834754830986632,0.2842945962061264,
2013-11-21,0.05562191897853408,0.28768243190371956,
2013-11-22,0.06499529394435499,0.29348507183089667,
2013-11-25,0.05901353950774357,0.2854130127854281,
2013-11-26,0.072842856817815,0.2968068765019365,
2013-11-27,0.06358584834967407,0.2977216496227598,
2013-11-28,0.06025683046423036,0.2973395794419217,
2013-11-29,0.04225792208695811,0.2903395445093879,
2013-12-02,0.04642410427514165,0.2973522366138185,
2013-12-03,0.0537856161115311,0.29535530068289095,
2013-12-04,0.05901530673439037,0.298801418506322,
2013-12-05,0.04078024694341731,0.27979385922970046,
2013-12-06,0.04339453803186011,0.2726590947817309,
2013-12-09,0.038125846563529686,0.2617445831071754,
2013-12-10,0.05964648661478278,0.2774265091787451,
2013-12-11,0.0611329690764979,0.2787470638409,
2013-12-12,0.06308085599621904,0.28323267995747037,
2013-12-13,0.06968576852665964,0.28466726517483243,
2013-12-16,0.07180422013391641,0.28761363413456265,
2013-12-17,0.08101412622165016,0.2868239517366764,
2013-12-18,0.08014930948808918,0.28675372978485036,
2013-12-19,0.09354745633583539,0.29891864770289067,
2013-12-20,0.08783617671128519,0.30127799763056884,
2013-12-23,0.08337607159489213,0.2939992806839635,
2013-12-24,0.07722618411557836,0.29529667695554385,
2013-12-26,0.07586280594324757,0.29045421364139035,
2013-12-27,0.07366118331299898,0.293848304839208,
2013-12-30,0.07846797384274162,0.2905525117816654,
2013-12-31,0.08107261260787735,0.2963005882523069,
2014-01-01,0.08829088602051538,0.30461412058492376,
2014-01-02,0.0861390319427966,0.3021101094659333,
2014-01-03,0.09878331975810384,0.31177364100154237,
2014-01-06,0.10377667128980983,0.31146204912723374,
2014-01-07,0.10807615268097048,0.3081247866559944,
2014-01-08,0.11046800264247425,0.30976739239839135,
2014-01-09,0.11315372762864784,0.30879136365800197,
2014-01-10,0.11621767181886333,0.3175248704603907,
2014-01-13,0.10697394350651224,0.3124366734276669,
2014-01-14,0.11330109588903814,0.31051320989225684,
2014-01-15,0.1171367538443826,0.3034508680473563,
2014-01-16,0.12331720055278206,0.2985818682894257,
2014-01-17,0.11562063104443931,0.2919851158591218,
2014-01-20,0.12058325936915426,0.3131130466620773,
2014-01-21,0.12313700524409388,0.3082093059644455,
2014-01-22,0.12503067054440553,0.31066698078700505,
2014-01-23,0.11924780248826572,0.3067311923008116,
2014-01-24,0.12544790706573683,0.3104879893253276,
2014-01-27,0.13679985740453027,0.30948434937124825,
2014-01-28,0.13346621791050495,0.30480793785083127,
2014-01-29,0.1384032548540397,0.32200443959016467,
2014-01-30,0.136139420071281,0.3176908551407185,
2014-01-31,0.14276627371143158,0.3345398031295008,
2014-02-03,0.1483897936376004,0.3394000421498058,
2014-02-04,0.1373415208854809,0.3335875080896986,
2014-02-05,0.13271271873644452,0.3394054219781635,
2014-02-06,0.13735477747041192,0.34862594195474084,
2014-02-07,0.12993748140357175,0.34005413350898706,
2014-02-10,0.1248932576690398,0.3368071484523072,
2014-02-11,0.13302687271419167,0.34551756537562683,
2014-02-12,0.13568737424865795,0.34697263258905453,
2014-02-13,0.13638855790180948,0.3556181633504871,
2014-02-14,0.1302482151847414,0.35730226866565795,
2014-02-17,0.1345783897797188,0.3574477507285372,
2014-02-18,0.12680198124843556,0.350433031587039,
2014-02-19,0.1301809880859206,0.3597544281365157,
2014-02-20,0.1334158194960664,0.35969217787603625,
2014-02-21,0.12130721803683575,0.35279521381084455,
2014-02-24,0.11718931454450132,0.35146000142807154,
2014-02-25,0.11368341521529124,0.3605385445984539,
2014-02-26,0.11113498240691211,0.35969892814538995,
2014-02-28,0.12022212362529827,0.365898945124824,
2014-03-03,0.11407820497350385,0.3580006989865152,
2014-03-04,0.10711762149176329,0.3510783135258344,
2014-03-05,0.09751316596794557,0.34971030791444924,
2014-03-06,0.08533599503248612,0.33946304945480454,
2014-03-07,0.06481708189494428,0.3090495744508366,
2014-03-10,0.05280651951473847,0.29582968888706396,
2014-03-11,0.05957358947693647,0.2958345696977438,
2014-03-12,0.06597000402136799,0.29894718455764946,
2014-03-13,0.06404029953450485,0.29485752616257854,
2014-03-14,0.05922842570957898,0.29372868319138257,
2014-03-18,0.052888241113828505,0.2947438145766388,
2014-03-19,0.053559774240380165,0.29898073232581446,
2014-03-20,0.07303214316066575,0.3096068879129392,
2014-03-21,0.07045165945367793,0.3102424375317505,
2014-03-22,0.06739544296055744,0.3111441947107245,
2014-03-24,0.04512662846319482,0.29753936104994705,
2014-03-25,0.03599524100524287,0.2985568950438464,
2014-03-26,0.022211535940763083,0.2825847453936712,
2014-03-27,0.023652486434361908,0.2858877407561584,
2014-03-28,0.015359261861750628,0.2801410197858947,
2014-03-31,0.012897645301697347,0.27933644761272913,
2014-04-01,0.01769944819202962,0.28246033973957263,
2014-04-02,0.028910752765129777,0.2933314484678706,
2014-04-03,0.03868118000863885,0.2920698050265884,
2014-04-04,0.036029013088763495,0.3057624180119807,
2014-04-07,0.03477906376182238,0.30558102883612714,
2014-04-09,0.021073497627330573,0.3054016257363119,
2014-04-10,0.0024152064567664056,0.2979441082185459,
2014-04-11,0.012151095088863695,0.30577307047751523,
2014-04-15,0.023039380240343243,0.3298809710886321,
2014-04-16,0.01439464075135577,0.32884044667666346,
2014-04-17,0.009427930038331978,0.3331249258778768,
2014-04-21,0.026877256583982323,0.3469788610036575,
2014-04-22,0.0398801904927053,0.334886585584542,
2014-04-23,0.0374412526097645,0.3303771052388573,
2014-04-25,0.0562336734700013,0.3555109780060417,
2014-04-28,0.060153835853907545,0.34636798287560655,
2014-04-29,0.06149592000659898,0.33076957311593724,
2014-04-30,0.06738262510565018,0.33171601235897796,
2014-05-02,0.07736819767724668,0.3644673548563826,
2014-05-05,0.06525460195015031,0.3593733401662347,
2014-05-06,0.05783933081310666,0.362704674199529,
2014-05-07,0.059064927809485246,0.36651204552761363,
2014-05-08,0.05889360046391645,0.3682473019982575,
2014-05-09,0.027561243060679974,0.33382858598677134,
2014-05-12,0.015370524199958213,0.3055481182363231,
2014-05-13,0.0015261402847135397,0.3085480233651692,
2014-05-14,-0.0065422437061777305,0.31147624727106415,
2014-05-15,-0.012292249878131045,0.31287539199124814,
2014-05-16,-0.03557631337754574,0.2939140371200659,
2014-05-19,-0.07734831142823162,0.23627324993972576,
2014-05-20,-0.06608755908910813,0.2517145088862345,
2014-05-21,-0.04236607780201074,0.26982188246532846,
2014-05-22,-0.04204003172209281,0.27153283110369086,
2014-05-23,-0.05230863002637376,0.26270669418784154,
2014-05-26,-0.056310315952007084,0.2520295544022422,
2014-05-27,-0.042897667378340776,0.28015375215302907,
2014-05-28,-0.04005511642021364,0.2903883706545052,
2014-05-29,-0.03762320632405536,0.30669018338280685,
2014-05-30,-0.021034924212625983,0.3274551117564337,
2014-06-02,-0.03397897678027162,0.30406773067950454,
2014-06-03,-0.04140868186025659,0.29867724733612944,
2014-06-04,-0.04611578417150941,0.2879071764093024,
2014-06-05,-0.050797337534118414,0.2837191852073335,
2014-06-06,-0.08252680319004124,0.27783715195618197,
2014-06-09,-0.08678177772205942,0.2812515737691692,
2014-06-10,-0.09154430531418956,0.295019742778716,
2014-06-11,-0.06927381080483963,0.3151745775826267,
2014-06-12,-0.05887233817942339,0.3298075660874593,
2014-06-13,-0.05065062967301426,0.32786151301833355,
2014-06-16,-0.04706317782171543,0.33012743743677087,
2014-06-17,-0.06500225315204,0.3304470654328897,
2014-06-18,-0.056650580420139596,0.3462941413247884,
2014-06-19,-0.049165731049133354,0.3490176093787061,
2014-06-20,-0.02738994658201599,0.36082653133179887,
2014-06-23,-0.024276728202640818,0.3650353043419987,
2014-06-24,-0.039833544850722546,0.36414918774481264,
2014-06-25,-0.0343064460886886,0.3789088295218306,
2014-06-26,-0.025840585412024497,0.3862772177285112,
2014-06-27,0.005353980819785331,0.3959672298586798,
2014-06-30,0.004376033334809959,0.3846654054651426,
2014-07-01,0.018286574123758115,0.35228773447608264,
2014-07-02,0.008963336878765604,0.3496713690728155,
2014-07-03,0.025674901863675492,0.35974993707345315,
2014-07-04,0.040543689620139656,0.36953839494209095,
2014-07-07,0.03804154302777252,0.410010843788561,
2014-07-08,0.03231388410934244,0.4174319146784189,
2014-07-09,0.007887656433089196,0.40077935680008503,
2014-07-10,0.003201616510206895,0.4091718980709831,
2014-07-11,0.022833371383491174,0.4304042685622278,
2014-07-14,0.014503815303561929,0.4312097298239932,
2014-07-15,0.032807007828257184,0.45945568386956204,
2014-07-16,0.029061590785425695,0.46286142062472724,
2014-07-17,0.057084242151866915,0.4846288657945075,
2014-07-18,0.053943362924065985,0.4973377587295582,
2014-07-21,0.04742104744365028,0.48831029987159225,
2014-07-22,0.03129101258792466,0.4771292822041786,
2014-07-23,0.03357698052863167,0.4507369651956752,
2014-07-24,0.027505578723164614,0.45066456429174373,
2014-07-25,0.02492625753768607,0.45632664232509623,
2014-07-28,0.03801839316572386,0.46298390626192787,
2014-07-30,0.04876598223474682,0.46692750580973175,
2014-07-31,0.05225363557773055,0.4895031600652282,
2014-08-01,0.05928335329989132,0.4805360496007367,
2014-08-04,0.06287743755557806,0.4831430461389603,
2014-08-05,0.06914218796856875,0.49982497388850144,
2014-08-06,0.09196720728184737,0.5227890409478937,
2014-08-07,0.0992493755153323,0.4988846471143258,
2014-08-08,0.09758642504632609,0.4924556058664693,
2014-08-11,0.1038486735053199,0.490771346579604,
2014-08-12,0.10547850404609371,0.484736994450351,
2014-08-13,0.10161164768047559,0.49052409383759477,
2014-08-14,0.10358395779409757,0.47932986437611924,
2014-08-18,0.11198062429758293,0.4842496512636807,
2014-08-19,0.09409000627661368,0.4722692726239024,
2014-08-20,0.1008320315172393,0.45758906766815666,
2014-08-21,0.10070900643419023,0.4361460784778841,
2014-08-22,0.07986992796035008,0.4237798581653107,
2014-08-25,0.09071907241334065,0.45971384785031066,
2014-08-26,0.12245682387057566,0.46645412656665486,
2014-08-27,0.12159511323470151,0.45964738239336267,
2014-08-28,0.1321279053491966,0.4368190927604363,
2014-09-01,0.12646457879504358,0.4457380376234148,
2014-09-02,0.12922397844388045,0.42530374254549774,
2014-09-03,0.141771804348771,0.4298921715510735,
2014-09-04,0.17157995585074515,0.4653770503153851,
2014-09-05,0.1789510838791537,0.493514700318608,
2014-09-08,0.19225986481094792,0.4883896019506013,
2014-09-09,0.21197091947685331,0.4881567609743054,
2014-09-10,0.19362466214620722,0.4662809058139068,
2014-09-11,0.2147615934532472,0.5420196823708914,
2014-09-12,0.23187282551923616,0.5786797560417054,
2014-09-15,0.25126410433669566,0.6071915301503323,
2014-09-16,0.2186315801851073,0.5563891123641391,
2014-09-17,0.22153840568233507,0.5764553926409719,
2014-09-18,0.20992967277732877,0.6006033954727132,
2014-09-19,0.22662076352171812,0.6110720605159357,
2014-09-22,0.22923098578538004,0.5843382679354383,
2014-09-23,0.2195667114242823,0.53115156751976,
2014-09-24,0.1913331695535938,0.495183650717844,
2014-09-25,0.21319164968121096,0.5027922314041757,
2014-09-26,0.2091285698280938,0.5313212975734742,
2014-09-29,0.2289634994521179,0.5910030664537558,
2014-09-30,0.23711809767173553,0.5912096724448637,
2014-10-01,0.2256981714796109,0.6102427477205952,
2014-10-07,0.22965435048739558,0.6159164968305695,
2014-10-08,0.20638749344488994,0.5455744633325783,
2014-10-09,0.19988884669115792,0.5477891717688226,
2014-10-10,0.1950772070618938,0.5110277484890355,
2014-10-13,0.21468957302038238,0.5620238999875868,
2014-10-14,0.21838422446853678,0.5567893616787285,
2014-10-16,0.17812298775755453,0.525331785998423,
2014-10-17,0.17961630191827282,0.5075333662179689,
2014-10-20,0.1840077842828547,0.49043795702439286,
2014-10-21,0.19197480091743158,0.48278088518274553,
2014-10-22,0.20582000457918603,0.4826389248755143,
2014-10-23,0.20789885136722797,0.5325405894885145,
2014-10-27,0.20651939656163543,0.5570918538151188,
2014-10-28,0.21774904073314172,0.5558646148583606,
2014-10-29,0.22891828893854926,0.5961546417315229,
2014-10-30,0.2421046442811925,0.6075237245586378,
2014-10-31,0.23936138432101228,0.6275921624602436,
2014-11-03,0.25794501938873027,0.6498546903369098,
2014-11-05,0.27453466856667497,0.6324313099896484,
2014-11-07,0.2790441810473805,0.668007372986632,
2014-11-10,0.29812802485908163,0.6687306415993983,
2014-11-11,0.30552195840133267,0.6675493608708971,
2014-11-12,0.31245784141861854,0.6909765531557681,
2014-11-13,0.33149509803226995,0.72377167182386,
2014-11-14,0.33660440576255657,0.7326896999645123,
2014-11-17,0.33642101981415795,0.7885402059313529,
2014-11-18,0.36643799105942,0.8001482576538579,
2014-11-19,0.34613919429254225,0.7746058286119628,
2014-11-20,0.33937810361259957,0.7678835461903519,
2014-11-21,0.3008733819105378,0.7396148960740649,
2014-11-24,0.28722779624617045,0.7356840948061081,
2014-11-25,0.2765089075383933,0.7283437012710392,
2014-11-26,0.27262184052768657,0.7085327754094015,
2014-11-27,0.2802122491996142,0.6930540358283446,
2014-11-28,0.2786376508306687,0.6709625523569029,
2014-12-01,0.28423678221706683,0.638392528493591,
2014-12-02,0.29827475247198576,0.6414477842979871,
2014-12-03,0.3070694392392277,0.6301505428820606,
2014-12-04,0.30550007898244624,0.6211024252257364,
2014-12-05,0.3218012316230374,0.5857178409957153,
2014-12-08,0.3001684873683057,0.5919086668326523,
2014-12-09,0.29564035305170155,0.5420462777701431,
2014-12-10,0.30777630054402105,0.5791842392018145,
2014-12-11,0.31179095777197285,0.5576496397427435,
2014-12-12,0.2959055505114343,0.591600069789006,
2014-12-15,0.29728578146960216,0.5724301209611269,
2014-12-16,0.27256982507890437,0.5355939592697809,
2014-12-17,0.27922453944168546,0.5458859533256852,
2014-12-18,0.30905573426196664,0.6250046294417104,
2014-12-19,0.33052523031210024,0.6395207088642039,
2014-12-22,0.30202340384305026,0.6299477772252924,
2014-12-23,0.30165285248555485,0.5900479151174804,
2014-12-24,0.30598834941578557,0.5747897390034178,
2014-12-26,0.29463046799870174,0.535857652698452,
2014-12-29,0.3017132835063139,0.5619140196067447,
2014-12-30,0.3065392788921868,0.5615503368178771,
2014-12-31,0.3263829642363698,0.5855605368217651,
2015-01-01,0.3074069003202582,0.5528514648884204,
2015-01-02,0.3135090140344292,0.5416874240328509,
2015-01-05,0.32922249506866197,0.5250408833236624,
2015-01-06,0.3183275782556496,0.5556688369757337,
2015-01-07,0.33224810481525213,0.5832650816811844,
2015-01-08,0.34751357200442645,0.6065453949209196,
2015-01-09,0.3386672625657683,0.6175933066579522,
2015-01-12,0.35431003383720827,0.6292324426002245,
2015-01-13,0.35557017392312296,0.6187472286731623,
2015-01-14,0.3529972265378003,0.5956778659247188,
2015-01-15,0.32687052589304866,0.5789492060823727,
2015-01-16,0.331550978924271,0.5927219550620644,
2015-01-19,0.3287007066840888,0.6400257562640947,
2015-01-20,0.3158344671854594,0.6240717601106591,
2015-01-21,0.3126318416905576,0.6221220332617658,
2015-01-22,0.3053687497386828,0.6242954321438086,
2015-01-23,0.2982931541568381,0.5990610266198049,
2015-01-27,0.29679024295944356,0.6061079193157712,
2015-01-28,0.3244796796547129,0.6782225036987557,
2015-01-29,0.3244739556875551,0.6781829360548821,
2015-01-30,0.3514616733410887,0.6969155278547032,
2015-02-02,0.3436043576195462,0.7296462356406919,
2015-02-03,0.35470827918989567,0.7380705118072675,
2015-02-04,0.35408154333568875,0.7663518076243472,
2015-02-05,0.34257232716582453,0.7284306742049727,
2015-02-06,0.3163618078919992,0.7186389384558498,
2015-02-09,0.290254644543289,0.6988116231398376,
2015-02-10,0.3080412086819353,0.720369282952156,
2015-02-11,0.3274650474696905,0.7936692702539645,
2015-02-12,0.34205808597794984,0.8282161434365227,
2015-02-13,0.3257604267415144,0.8454713228511752,
2015-02-16,0.30947936641767204,0.8021048416706591,
2015-02-18,0.3248783177713974,0.8551071571384823,
2015-02-19,0.3151641998963317,0.8603535478944677,
2015-02-20,0.3152976224547033,0.8811400897938855,
2015-02-23,0.31829504566972644,0.8896851023314536,
2015-02-24,0.3116086334400374,0.8889366919329775,
2015-02-25,0.319417799162212,0.8948799938835175,
2015-02-26,0.31203896461062475,0.8929217623322696,
2015-02-27,0.3125051270260464,0.9260401440810833,
2015-02-28,0.3102038420393367,0.9147045133741798,
2015-03-02,0.34754047856539416,0.9716215223303948,
2015-03-03,0.3768968756809832,1.0157747410885505,
2015-03-04,0.36301066509611224,1.03560898977642,
2015-03-05,0.37506206612059234,1.0627990211859915,
2015-03-09,0.38016118617395267,1.0646443994101404,
2015-03-10,0.3954356088279243,1.0937242536118585,
2015-03-11,0.3829935062954182,1.0432325886900646,
2015-03-12,0.4075358392544062,1.0754365677896711,
2015-03-13,0.38705386474827774,1.0407553210132532,
2015-03-16,0.40224898067289594,1.006143586690601,
2015-03-17,0.41988138664289276,1.0536071467929464,
2015-03-18,0.42742786277280986,1.0636786941932086,
2015-03-19,0.4329694017860979,1.0416855065579795,
2015-03-20,0.45508338042701446,1.0121685137056464,
2015-03-23,0.47021958392954777,1.0081004029251066,
2015-03-24,0.46536784809452536,0.9807132345787362,
2015-03-25,0.44361696088185143,0.9470296444438568,
2015-03-26,0.4502490303536928,0.9417324032062415,
2015-03-27,0.456073182824833,0.9804876501391404,
2015-03-30,0.48185277190634035,1.0332180408474916,
2015-03-31,0.48953589376359674,1.0664828231303713,
2015-04-01,0.4964836688669545,1.1111505200975762,
2015-04-06,0.5026610091015409,1.1011611793983425,
2015-04-07,0.4935341800647137,1.077041384630888,
2015-04-08,0.5341440307091354,1.0881506862342392,
2015-04-09,0.5268152835705864,1.0843892924810123,
2015-04-10,0.5459477624947875,1.112500134989522,
2015-04-13,0.5274824016806965,1.0468264206999467,
2015-04-15,0.5275043422237318,1.0495007085917814,
2015-04-16,0.5175391247450762,1.005690793098024,
2015-04-17,0.4855432470121639,0.979160732525177,
2015-04-20,0.46019767569696746,0.9406388109065986,
2015-04-21,0.46564391843746855,0.9495812471397245,
2015-04-22,0.43958538161674254,0.9635408765705111,
2015-04-23,0.4450435512171411,0.966337093003548,
2015-04-24,0.4181557740716848,0.9155802018484922,
2015-04-27,0.39268700846643045,0.8418631789826228,
2015-04-28,0.4082428917447978,0.8488678819346489,
2015-04-29,0.4274141612951965,0.8904269579859383,
2015-04-30,0.44490272050344903,0.8991826856976184,
2015-05-04,0.45719227996151646,0.9467554277510755,
2015-05-05,0.4461113137639283,0.9333216999861815,
2015-05-06,0.41783965039449034,0.8870864868533153,
2015-05-07,0.3723170579077708,0.8429818797238977,
2015-05-08,0.3892555478317532,0.8832423108330456,
2015-05-11,0.40081460624614085,0.9174111048937106,
2015-05-12,0.38801277685345004,0.8817448701703836,
2015-05-13,0.39830354168388316,0.8713808586191258,
2015-05-14,0.40165533661248776,0.9046785276803462,
2015-05-15,0.41293052149984044,0.9002163215712151,
2015-05-18,0.41311363581754645,0.9057811060088021,
2015-05-19,0.40738085169644767,0.9046015396793501,
2015-05-20,0.39890701984860466,0.9098683548579294,
2015-05-21,0.42823434193689613,0.9225235709464537,
2015-05-22,0.44407245906837534,0.9254431678458426,
2015-05-25,0.464450701663339,0.9244553522631844,
2015-05-26,0.46825677107304187,0.9148714925474415,
2015-05-27,0.4753762296714181,0.8966951252760167,
2015-05-28,0.49634593861927034,0.8840016973315685,
2015-05-29,0.5504381856233296,0.917750654810175,
2015-06-01,0.5349149538025912,0.9099588767166469,
2015-06-02,0.4920547942159903,0.8753706471144973,
2015-06-03,0.46897851166966564,0.8653887007437253,
2015-06-04,0.4774391039792576,0.8686113143826784,
2015-06-05,0.4949121605132052,0.8711614149382381,
2015-06-08,0.45649343176689205,0.8452019479712807,
2015-06-09,0.4277433996093081,0.8404502096330988,
2015-06-10,0.4317826573800141,0.8651454519711699,
2015-06-11,0.40285488017058335,0.8442756724687388,
2015-06-12,0.4026262285506892,0.8204042581032589,
2015-06-15,0.41142552547515776,0.8269861913071137,
2015-06-16,0.4166560339533032,0.8378522929610865,
2015-06-17,0.44036627646706794,0.8564886239592848,
2015-06-18,0.456979750289219,0.8955188256963647,
2015-06-19,0.4616174015298964,0.918766442083834,
2015-06-22,0.44953867911474044,0.9336640676192185,1.0007619030850998
2015-06-23,0.4316851014605616,0.9443400679088385,0.9704689409913492
2015-06-24,0.4158570104888093,0.9507580686709984,0.9703658821689629
2015-06-25,0.41258941623252476,0.9677375038560538,1.000590288600567
2015-06-26,0.41118529743027055,0.9622539721863708,1.016943271866062
2015-06-29,0.3953136717323842,0.9441442933511253,0.9580866325339337
2015-06-30,0.4022507048074011,0.9615995455711488,0.9685314220009771
2015-07-01,0.4094516334967744,0.9894191752035322,1.0036219136327433
2015-07-02,0.4148181680555574,1.0051597876921554,1.0561962335587962
2015-07-03,0.3913281835930331,0.9805338313268295,1.0425297701301321
2015-07-06,0.39950599060432435,1.0043013852905558,1.0781635574982233
2015-07-07,0.39423539508278305,0.9947530769190485,1.090561183318219
2015-07-08,0.3663695565305529,0.966086398169246,1.0653394112037298
2015-07-09,0.34606119135834446,0.9586906261429446,1.0694334139779675
2015-07-10,0.35132423039444793,0.9477028078132042,1.0711913075824748
2015-07-13,0.3588574719968396,0.9711437591047198,1.1111441181528046
2015-07-14,0.3614198469629091,0.9745539327996222,1.1038498124603309
2015-07-15,0.35001572924205226,0.9712826195431998,1.1097442400131416
2015-07-16,0.3588194232441151,0.9913698796529951,1.1314543882232182
2015-07-17,0.36243318313656014,1.0065448483340689,1.1415860800167388
2015-07-20,0.37990630043605234,1.0155667987423198,1.184101097577778
2015-07-21,0.3872720900232658,0.9908477667665108,1.1419652155306128
2015-07-22,0.39366935284448346,0.9866467349615837,1.1670527449316226
2015-07-23,0.39143044380778624,0.9978723705977632,1.1676887468383572
2015-07-24,0.3920437042935778,1.0068126403554818,1.1654294717586584
2015-07-27,0.3754022993566226,0.9971728209585538,1.1580359856571807
2015-07-28,0.37611119468444243,1.0198083564313634,1.1805369715265912
2015-07-29,0.3709273038400418,1.053443173393707,1.1973334872678134
2015-07-30,0.3789551309059369,1.057986028812293,1.2160978012622368
2015-07-31,0.37560269102239663,1.0643948711123579,1.239638794890065
2015-08-03,0.38620066184493207,1.0841152472195246,1.263160730164565
2015-08-04,0.4185105043958901,1.134405395774489,1.3197795204288554
2015-08-05,0.4377491926819792,1.146561088056826,1.3308880363924271
2015-08-06,0.4270543210701163,1.1278311208433456,1.3084263165177945
2015-08-07,0.41670964980581937,1.1142891082223978,1.3113185655617656
2015-08-10,0.413416224954267,1.1161719785162236,1.3116070153735981
2015-08-11,0.39245430518225777,1.0889882279224772,1.2846314372412828
2015-08-12,0.3693852340314434,1.0479269722284632,1.2467522429446458
2015-08-13,0.3529401636608549,1.0139724809594073,1.2390954974362023
2015-08-14,0.36710205651371197,1.0337329950184218,1.2680832541553178
2015-08-17,0.36071021191449937,1.0363522936684548,1.2781369402846816
2015-08-18,0.3889609280144968,1.0868947794114665,1.3248506468408916
2015-08-19,0.39469646353410304,1.0989042125727746,1.3281240019438318
2015-08-20,0.37749534564610343,1.0824580135624948,1.297240195432736
2015-08-21,0.3668204987082557,1.0462239253739314,1.278748846266319
2015-08-24,0.3012437918939894,0.887160202004873,1.1164151969797267
2015-08-25,0.3080931873486754,0.9049179607971034,1.1398175612120889
2015-08-26,0.3083445504343958,0.9245524804445033,1.1468132821075596
2015-08-27,0.31830741331036805,0.9596855222941805,1.1931156697883156
2015-08-28,0.3067469996710457,0.9507457110098774,1.1961159877327898
2015-08-31,0.2965421633699654,0.9254412282347044,1.1766787409177106
2015-09-01,0.28246831709437514,0.8845675559134376,1.1428710206600696
2015-09-02,0.2796761464640287,0.8801937470970789,1.1433053407723073
2015-09-03,0.27195898921065265,0.881291566497262,1.156689380516505
2015-09-04,0.2558326539327238,0.8523776315944191,1.1167262189433649
2015-09-07,0.2439718252982579,0.8067879137297662,1.072100739133219
2015-09-08,0.23459654475469227,0.7985402308409706,1.0679773860200907
2015-09-09,0.2350583805315538,0.8200590014900386,1.076687776062639
2015-09-10,0.21982794833930142,0.8213859704296285,1.0702963922471052
2015-09-11,0.2212446883323116,0.8419938634822932,1.094631000274224
2015-09-14,0.2121985663374797,0.8375485645428287,1.0912131381542005
2015-09-15,0.20291134633410268,0.8417078040517012,1.0744269693081554
2015-09-16,0.17739930475634813,0.8148354870116548,1.0545670106250238
2015-09-18,0.1666245946440803,0.8046645949203257,1.0502824597746698
2015-09-21,0.15965185525669834,0.8142119534334584,1.0659387168388295
2015-09-22,0.16015701306418184,0.8115074296321569,1.076758428142511
2015-09-23,0.15736045252235153,0.8276892699653535,1.076105766437091
2015-09-24,0.1795421842436815,0.8127486284149494,1.0670095061757046
2015-09-28,0.19054387282160223,0.8246710801336592,1.0900279474287582
2015-09-29,0.18549772421757305,0.8048306153122169,1.071637318964046
2015-09-30,0.19551830318148467,0.8298622076877917,1.1005081495431486
2015-10-01,0.19533056769729495,0.8231710366476022,1.0949602896697952
2015-10-05,0.18298626105301374,0.7893228683645024,1.0681068460266856
2015-10-06,0.19817829916269103,0.7765752585713375,1.0673941968033618
2015-10-07,0.19996913234619007,0.7746692980159553,1.0649011445855812
2015-10-08,0.20075959430464674,0.7919744605533374,1.074252949378606
2015-10-09,0.16225765909025802,0.8052806630434992,1.0606614485548398
2015-10-12,0.1593833852648272,0.8135203956402421,1.0757331151463323
2015-10-13,0.1640695901997382,0.8094166810168293,1.067435714869613
2015-10-14,0.16210152842640602,0.8252414372063235,1.0534273044730618
2015-10-15,0.16049815952279034,0.8210222408215169,1.0422498371338123
2015-10-16,0.14624518481289273,0.8061425815937882,1.035271101394234
2015-10-19,0.15061661361614997,0.7788965047791805,1.016768471396085
2015-10-20,0.14403381024212702,0.7584301287584219,0.9958834731575028
2015-10-21,0.14333089495078966,0.7539496770330945,1.0117895966616282
2015-10-23,0.1648878760190262,0.7283081297959624,1.011562677820533
2015-10-26,0.1703060489850674,0.7276332916265766,1.0233160085963715
2015-10-27,0.1658838248575314,0.7599546843098688,1.0182085206077174
2015-10-28,0.16309255340121065,0.7843139232943315,1.0136002333090524
2015-10-29,0.16551271870176953,0.7848491344946258,1.0213816872437111
2015-10-30,0.1622027226618239,0.7703166014054024,1.024211722665177
2015-11-02,0.16457548541068912,0.7712121977346429,1.0241220573222156
2015-11-03,0.16729543416780768,0.7820485681532918,1.0342424171664286
